Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|VinNumeroSerie|KilometrajeVehiculo|FechaPagoReal
1680|5005483|230|87043199|6|3FTCW8PA8TRA23197|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN1SRF78008|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN4SRF83511|0|2026-01-06 17:36:00|
1669|6900377|510|87032399|1|LJXBS5A39TYF68492|0|2026-01-05 15:03:01|
1680|5005483|230|87043199|11|3FTTW8BA2TRA22912|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN5SRF85608|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN2SRF76736|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN4SRF69321|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|5|3FTCW8TAXTRA34157|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA7SRF72904|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A32TRA15056|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN4SRF76088|0|2026-01-06 17:08:03|
1669|6000815|510|87034099|1|LJXBS5ACXTYF70705|0|2026-01-31 11:06:01|
1680|5005483|230|87043199|12|3FTTW8JA3TRA22483|0|2026-01-06 17:36:00|
1680|5005482|230|87032399|4|3FMCR9DA9SRF73746|0|2026-01-06 17:08:03|
1680|5005482|230|87043199|12|3FTTW8JA9TRA12363|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|7|3FTTW8NA1TRA22606|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|15|3FTTW8S33TRA16408|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN4SRF84884|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN5SRF86157|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN4SRF75300|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A32TRA15641|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN2SRF77529|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|12|3FTTW8JA9TRA02545|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN4SRF72946|0|2026-01-06 17:36:00|
1680|5005482|230|87032399|4|3FMCR9DA6SRF79259|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A32TRA16269|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN6SRF77274|0|2026-01-06 17:08:03|
1669|6000815|510|87034099|1|LJXBS5ACXTYF71319|0|2026-01-31 11:06:01|
1680|5005483|230|87043199|12|3FTTW8JA3TRA24136|0|2026-01-06 17:36:00|
1669|6007883|430|87043199|2|AFAHR6MB6TP146492|0|2026-01-19 14:05:01|
1680|5005482|230|87045199|15|3FTTW8S36TRA16385|0|2026-01-06 17:08:03|
1680|5005482|230|87045199|13|3FTTW8A38TRA16700|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA9SRF74394|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BNXSRF81876|0|2026-01-06 17:08:03|
1680|5005482|230|87045199|17|3FTTW8J3XTRA37032|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN6SRF76254|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|5|3FTCW8TA7TRA22709|0|2026-01-06 17:36:00|
1680|5005482|230|87032399|4|3FMCR9DA6SRF74112|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|14|3FTTW8H35TRA15803|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN4SRF75233|0|2026-01-06 17:36:00|
1680|5070742|240|87038001|3|3FMTK3SU4SMA62277|0|2026-01-08 17:17:04|
1680|5005483|230|87043199|5|3FTCW8TA8TRA13033|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|15|3FTTW8S31TRA16410|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN0SRF84607|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA3TRA35153|0|2026-01-06 17:36:00|
1669|6007883|430|87043199|2|AFAHR6MB5TP146421|0|2026-01-19 14:05:01|
1680|5005483|230|87032299|2|3FMCR9CN4SRF75229|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN5SRF79422|0|2026-01-06 17:08:03|
1680|5005484|230|87032299|3|3FMCR9BN9SRF84770|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|2|3FMCR9CN4SRF85419|0|2026-01-06 17:36:00|
1669|6000815|510|87034099|1|LJXBS5ACXTYF72793|0|2026-01-31 11:06:01|
1680|5005482|230|87032299|3|3FMCR9BN6SRF75623|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|5|3FTCW8TA8TRA23576|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA3TRA22211|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BNXSRF78489|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN4SRF75832|0|2026-01-06 17:36:00|
1680|5005482|230|87032399|4|3FMCR9DA6SRF73509|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|5|3FTCW8TA9TRA20430|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN6SRF73046|0|2026-01-06 17:08:03|
1680|5005482|230|87043199|12|3FTTW8JA2TRA34429|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|12|3FTTW8JA3TRA42989|0|2026-01-06 17:36:00|
1669|6007883|430|87043199|2|AFAFR6CB3TP146636|0|2026-01-19 14:05:01|
1680|5005482|230|87045199|13|3FTTW8A37TRA19863|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|9|3FTTW8HA7TRA24226|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN4SRF86280|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN5SRF75207|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|17|3FTTW8J30TRA06209|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN6SRF68607|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|5|3FTCW8TA9TRA24381|0|2026-01-06 17:36:00|
1680|5070742|240|87038001|3|3FMTK3SU4SMA64725|0|2026-01-08 17:17:04|
1680|5005483|230|87032299|3|3FMCR9BNXSRF75124|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|15|3FTTW8J38TRA12744|0|2026-01-06 17:08:00|
1680|5005482|230|87032399|4|3FMCR9DA6SRF61053|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|5|3FTCW8TAXTRA22848|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|15|3FTTW8S31TRA13152|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|15|3FTTW8S38TRA21149|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|12|3FTTW8JA4TRA10682|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN4SRF86117|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A31TRA00404|0|2026-01-06 17:36:00|
3147|5005617|850|85272901|35|MD313918|0|2026-01-08 16:53:05|
1680|5005482|230|87032299|2|3FMCR9CN4SRF85940|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN5SRF76180|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A33TRA13719|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|15|3FTTW8S35TRA42752|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|5|3FTCW8TA0TRA19926|0|2026-01-06 17:36:00|
1680|5070742|240|87038001|3|3FMTK3SU5SMA59632|0|2026-01-08 17:17:04|
1680|5005483|230|87032299|3|3FMCR9BN4SRF80061|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|14|3FTTW8H35TRA07118|0|2026-01-06 17:36:00|
1680|5005482|230|87032399|4|3FMCR9DA5SRF74442|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|5|3FTCW8TA0TRA22437|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN8SRF79253|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|15|3FTTW8S38TRA33091|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|12|3FTTW8JA4TRA19480|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|2|3FMCR9CN4SRF85565|0|2026-01-06 17:08:03|
1680|5005482|230|87045199|15|3FTTW8S36TRA13485|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|13|3FTTW8S3XTRA17362|0|2026-01-06 17:08:00|
1680|5005482|230|87032299|2|3FMCR9CN4SRF83895|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BNXSRF83031|0|2026-01-06 17:08:03|
1680|5005482|230|87045199|17|3FTTW8J30TRA13872|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN6SRF60300|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|5|3FTCW8TA1TRA18624|0|2026-01-06 17:36:00|
1680|5070742|240|87038001|3|3FMTK3SU5SMA63356|0|2026-01-08 17:17:04|
1669|6000815|510|87034099|1|LJXBS5AC7TYF69785|0|2026-01-31 11:06:01|
1669|6000815|510|87034099|1|LJXBS5AC7TYF70998|0|2026-01-31 11:06:01|
1680|5005482|230|87032299|3|3FMCR9BN4SRF83512|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A32TRA19348|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN8SRF78538|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|15|3FTTW8S39TRA14551|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|12|3FTTW8JA4TRA22704|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|16|3FTTW8B39TRA15909|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|15|3FTTW8S35TRA26695|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN3SRF85587|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|16|3FTTW8B39TRA14016|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN5SRF77460|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|17|3FTTW8J30TRA16366|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN8SRF77888|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A38TRA15014|0|2026-01-06 17:36:00|
1680|5070742|240|87038001|3|3FMTK3SU5SMA64748|0|2026-01-08 17:17:04|
1669|6000815|510|87034099|1|LJXBS5AC7TYF72749|0|2026-01-31 11:06:01|
1669|6000815|510|87034099|1|LJXBS5AC4TYF70800|0|2026-01-31 11:06:01|
1680|5005482|230|87032299|3|3FMCR9BN4SRF82490|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A38TRA16079|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA7TRA20977|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|15|3FTTW8S39TRA20124|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|12|3FTTW8JA4TRA23917|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|16|3FTTW8B39TRA08474|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA2TRA39307|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|13|3FTTW8S30TRA18018|0|2026-01-06 17:08:00|
1680|5005483|230|87045199|16|3FTTW8B39TRA04263|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN5SRF78446|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN8SRF42994|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN8SRF77020|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A38TRA17345|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA3TRA23729|0|2026-01-06 17:36:00|
1669|6000815|510|87034099|1|LJXBS5AC4TYF71428|0|2026-01-31 11:06:01|
1680|5005483|230|87032299|3|3FMCR9BN4SRF80545|0|2026-01-06 17:36:00|
1680|5070742|240|87038001|3|3FMTK3SU6SMA59543|0|2026-01-08 17:17:04|
1680|5005483|230|87045199|13|3FTTW8A39TRA00523|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN8SRF76045|0|2026-01-06 17:36:00|
1669|6000815|510|87032399|2|LJXBS5A38TYF73019|0|2026-01-31 11:06:01|
1680|5005483|230|87043199|12|3FTTW8JA8TRA24018|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|12|3FTTW8H3XTRA14355|0|2026-01-06 17:08:00|
1680|5005482|230|87032299|2|3FMCR9CN2SRF84544|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN1SRF78640|0|2026-01-06 17:36:00|
1680|5005484|230|87032299|3|3FMCR9BN9SRF77396|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|2|3FMCR9CN5SRF79614|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|17|3FTTW8J30TRA23169|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|11|3FTTW8BA2TRA21467|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A39TRA13739|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN4SRF81517|0|2026-01-06 17:08:03|
1669|6000815|510|87034099|1|LJXBS5AC4TYF72949|0|2026-01-31 11:06:01|
1669|6000815|510|87034099|1|LJXBS5AC5TYF69784|0|2026-01-31 11:06:01|
1680|5070742|240|87038001|3|3FMTK3SU6SMA62605|0|2026-01-08 17:17:04|
1680|5005484|230|87032299|3|3FMCR9BN7SRF75159|0|2026-01-06 17:08:00|
1680|5005482|230|87032299|3|3FMCR9BN6SRF59230|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN0SRF83277|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA8TRA33883|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|15|3FTTW8J38TRA17037|0|2026-01-06 17:08:00|
1680|5005482|230|87032299|1|3FMCR9GN6SRF81690|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|1|3FMCR9GN5SRF79316|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|10|3FTTW8SA1TRA13067|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|5|3FTCW8TA4TRA19072|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN7SRF85755|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|15|3FTTW8J38TRA10055|0|2026-01-06 17:08:00|
1680|5005483|230|87045199|13|3FTTW8A39TRA15359|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA3TRA33466|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|12|3FTTW8JA8TRA40784|0|2026-01-06 17:08:03|
1669|6000815|510|87034099|1|LJXBS5AC5TYF71132|0|2026-01-31 11:06:01|
1680|5070742|240|87038001|3|3FMTK3SUXSMA57570|0|2026-01-08 17:17:04|
1680|5005483|230|87045199|13|3FTTW8A39TRA16141|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN8SRF73985|0|2026-01-06 17:36:00|
1669|6000815|510|87034099|1|LJXBS5AC3TYF72926|0|2026-01-31 11:06:01|
1680|5005483|230|87045199|15|3FTTW8S32TRA20742|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|1|3FMCR9GN0SRF80924|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|6|3FTCW8PA6TRA22470|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|12|3FTTW8JA2TRA42353|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|15|3FTTW8J39TRA11439|0|2026-01-06 17:08:00|
1680|5005483|230|87043199|11|3FTTW8BA0TRA14923|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|17|3FTTW8J30TRA36424|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN6SRF43092|0|2026-01-06 17:08:03|
1669|6900410|510|87034099|2|LJXBS5AC3TYF56922|0|2026-01-15 15:58:03|
1680|5005483|230|87043199|12|3FTTW8JA3TRA41888|0|2026-01-06 17:36:00|
1669|6000815|510|87034099|1|LJXBS5AC5TYF72829|0|2026-01-31 11:06:01|
1680|5005482|230|87043199|12|3FTTW8JA8TRA35911|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN4SRF80934|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A39TRA19475|0|2026-01-06 17:36:00|
1680|5070741|240|87038001|1|3FMTK1R47SMA62283|0|2026-01-08 17:17:03|
1669|6000815|510|87034099|1|LJXBS5AC4TYF69792|0|2026-01-31 11:06:01|
1680|5005483|230|87043199|11|3FTTW8BA7TRA16359|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|1|3FMCR9GN0SRF76081|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN1SRF77780|0|2026-01-06 17:36:00|
1680|6011224|240|87032499|1|1FMJK1MG6TEA00728|0|2026-01-09 19:07:07|
1680|5005483|230|87032299|1|3FMCR9GN0SRF80499|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|11|3FTTW8BA7TRA22937|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN7SRF84671|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN6SRF42721|0|2026-01-06 17:08:03|
1680|5005483|230|87045199|13|3FTTW8A3XTRA00515|0|2026-01-06 17:36:00|
1680|5070742|240|87038001|3|3FMTK3SUXSMA62686|0|2026-01-08 17:17:04|
1669|6000815|510|87034099|1|LJXBS5AC4TYF70781|0|2026-01-31 11:06:01|
1669|6000815|510|87034099|1|LJXBS5AC4TYF71350|0|2026-01-31 11:06:01|
1680|5005483|230|87032299|3|3FMCR9BN2SRF78387|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|5|3FTCW8TA5TRA22997|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN8SRF43224|0|2026-01-06 17:08:03|
1669|6000815|510|87034099|1|LJXBS5AC4TYF70974|0|2026-01-31 11:06:01|
1680|5005482|230|87043199|5|3FTCW8TA0TRA11745|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|15|3FTTW8J30TRA10891|0|2026-01-06 17:08:00|
1680|5005483|230|87043199|11|3FTTW8BA3TRA13930|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA3TRA10463|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|1|3FMCR9GN0SRF76033|0|2026-01-06 17:36:00|
1680|6011261|240|87043299|2|1FDRF3GN1TED77299|0|2026-01-22 18:35:10|
1680|5005482|230|87045199|17|3FTTW8J31TRA11581|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DAXSRF61184|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|5|3FTCW8TA6TRA18134|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA4TRA09256|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|12|3FTTW8JA8TRA24181|0|2026-01-06 17:08:03|
1669|6000815|510|87034099|1|LJXBS5AC4TYF72823|0|2026-01-31 11:06:01|
1680|5070742|240|87038001|3|3FMTK3SU1SMA64813|0|2026-01-08 17:17:04|
1680|5005483|230|87043199|5|3FTCW8TA6TRA21759|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN5SRF73295|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN6SRF81338|0|2026-01-06 17:36:00|
1680|6011260|240|87032499|1|5LMJJ3LG2TEL00554|0|2026-01-22 18:35:09|
1680|5005484|230|87045199|12|3FTTW8H34TRA14741|0|2026-01-06 17:08:00|
1680|5005483|230|87032299|2|3FMCR9CN1SRF76547|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|1|3FMCR9GNXSRF78758|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN4SRF80917|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|17|3FTTW8J39TRA22134|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN7SRF83830|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN5SRF70008|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|5|3FTCW8TA6TRA39937|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA4TRA18717|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF85227|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN3SRF77202|0|2026-01-06 17:08:03|
1669|6000815|510|87034099|1|LJXBS5AC7TYF73268|0|2026-01-31 11:06:01|
1680|5005483|230|87043199|8|3FTTW8AA3TRA09698|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN8SRF72089|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN6SRF80433|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|5|3FTCW8TA1TRA17750|0|2026-01-06 17:08:03|
1680|5005482|230|87032399|4|3FMCR9DA8SRF74323|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN1SRF75561|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|13|3FTTW8A3XTRA19436|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|15|3FTTW8J30TRA12690|0|2026-01-06 17:08:00|
1680|5005482|230|87045199|17|3FTTW8J39TRA14910|0|2026-01-06 17:08:03|
1680|5005482|230|87045199|17|3FTTW8J31TRA14853|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN5SRF60367|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|8|3FTTW8AA5TRA13641|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN2SRF79412|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN4SRF81288|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BNXSRF76094|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN8SRF76806|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|8|3FTTW8AA5TRA20735|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN5SRF59221|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN6SRF79167|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|17|3FTTW8J39TRA13160|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|15|3FTTW8J30TRA17016|0|2026-01-06 17:08:00|
1680|5005483|230|87043199|12|3FTTW8JA3TRA21155|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN7SRF78089|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|15|3FTTW8J31TRA10429|0|2026-01-06 17:08:00|
1680|5005482|230|87045199|17|3FTTW8J39TRA06788|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN7SRF82712|0|2026-01-06 17:08:03|
1680|5005482|230|87032299|3|3FMCR9BN5SRF43133|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|8|3FTTW8AA6TRA00199|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA4TRA22413|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN3SRF76048|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|3|3FMCR9BN4SRF82294|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA4TRA23478|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|8|3FTTW8AA6TRA14586|0|2026-01-06 17:36:00|
1680|5070741|240|87038001|1|3FMTK1R41SMA62067|0|2026-01-08 17:17:03|
1680|5005482|230|87043199|8|3FTTW8AA0TRA26412|0|2026-01-06 17:08:03|
1680|5005482|230|87043199|5|3FTCW8TA1TRA23192|0|2026-01-06 17:08:03|
1680|5005484|230|87045199|15|3FTTW8J31TRA12438|0|2026-01-06 17:08:00|
1680|5005482|230|87032299|3|3FMCR9BN2SRF80253|0|2026-01-06 17:08:03|
1680|5005483|230|87032299|2|3FMCR9CN7SRF78416|0|2026-01-06 17:36:00|
1680|5005484|230|87045199|15|3FTTW8J31TRA13072|0|2026-01-06 17:08:00|
1680|5005483|230|87045199|15|3FTTW8S32TRA23155|0|2026-01-06 17:36:00|
1680|5005482|230|87045199|17|3FTTW8J37TRA27154|0|2026-01-06 17:08:03|
1680|5005482|230|87043199|12|3FTTW8JA5TRA14403|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|8|3FTTW8AA6TRA22915|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN8SRF77714|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|2|3FMCR9CN4SRF77305|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN3SRF73232|0|2026-01-06 17:08:03|
1669|6000815|510|87034099|1|LJXBS5AC7TYF71536|0|2026-01-31 11:06:01|
1680|5005483|230|87043199|8|3FTTW8AA7TRA14256|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|12|3FTTW8JA5TRA10982|0|2026-01-06 17:08:03|
1669|6000815|510|87034099|1|LJXBS5AC4TYF71459|0|2026-01-31 11:06:01|
1680|6011254|240|87032399|1|1FA6P8TH2T5113435|0|2026-01-20 18:30:09|
1680|5005483|230|87043199|11|3FTTW8BA5TRA15002|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN1SRF43923|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|1|3FMCR9GN4SRF81106|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|11|3FTTW8BA5TRA21978|0|2026-01-06 17:36:00|
1680|5005483|230|87045199|15|3FTTW8S33TRA02198|0|2026-01-06 17:36:00|
1680|5005482|230|87032299|3|3FMCR9BN7SRF81575|0|2026-01-06 17:08:03|
1680|5005482|230|87043199|12|3FTTW8JA5TRA06513|0|2026-01-06 17:08:03|
1680|5005483|230|87032399|4|3FMCR9DA2SRF73524|0|2026-01-06 17:36:00|
1680|5005483|230|87043199|12|3FTTW8JA8TRA23855|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN0SRF81451|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BNXSRF76970|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN8SRF78393|0|2026-01-06 17:36:00|
1680|5005483|230|87032399|4|3FMCR9DA2SRF74348|0|2026-01-06 17:36:00|
1680|5005483|230|87032299|3|3FMCR9BN8SRF68575|0|2026-01-06 17:36:00|
1680|5005482|230|87043199|8|3FTTW8AA0TRA15362|0|2026-01-06 17:08:03|
1680|5005482|230|87045199|17|3FTTW8J38TRA23744|0|2026-01-06 17:08:03|
1680|5005483|230|87043199|11|3FTTW8BA5TRA23858|0|2026-01-06 17:36:00|
1669|5000252|430|87038001|1|WF0TK3SU2SMA58244|0|2026-01-07 17:42:01|
